,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
69,Zeit JavaScript NextJS Framework, The Zeit JavaScript NextJS Framework is designed for server-rendered React apps. Setup requires npm installation.,Framework,JavaScript,"December 31, 2017",ZEIT,https://github.com/zeit/next.js/,,4.3.0,https://github.com/zeit/next.js/blob/canary/license.md,Yes,MIT,No,No,https://github.com/zeit/next.js/,URI Query String/CRUD,JSON,No
70,Accenture Alexia NodeJS Framework by Accenture, Alexia enables the creation of Amazon Echo skills using NodeJS. This framework handles Amazon Echo requests which are translated into intents for application processing. Alexia can control the flow of intents by using transitions. Localization is provided by i18next. The current version is 2.4.0.,Framework,JavaScript,"June 27, 2016",Accenture,https://github.com/Accenture/alexia,https://github.com/Accenture/alexia,2.4.0,,Yes,MIT,Yes,No,,,JSON,No
71,Volt Ruby Framework by Volt," Volt offers a framework for building data rich web applications where Ruby code runs on both the server and the client. Volt features automated DOM updating, and URL page state storage. The current version is 0.9.7.",Framework,Ruby,"June 9, 2016",,http://voltframework.com/,https://github.com/voltrb/volt/,0.9.7,,Yes,,No,No,,,,Yes
72,ZfrPusher Zend PHP Framework by Zfr," The ZfrPusher PHP Zend Framework by Zfr is a module that is anchored on the ZfrPusher. The framework communicates with the Pusher HTTP API. Its deployment requires PHP 5.3, Zend Framework 2, and the ZfrPusher platform.",Framework,PHP,"August 28, 2017",,https://github.com/zf-fr/zfr-pusher-module,https://github.com/zf-fr/zfr-pusher-module,,,Yes,,No,No,https://github.com/zf-fr/zfr-pusher-module,URI Query String/CRUD,JSON,No
73,Ramaze Ruby Framework by Ramaze, Ramaze offers a modular web application framework that features an MVC pattern out of the box. Ruby 1.8+ is required.,Framework,Ruby,"June 9, 2016",,http://ramaze.net/,https://github.com/ramaze/ramaze,,,No,,No,No,http://ramaze.net/documentation/index.html,,,Yes
74,Pakyow Ruby Framework by Pakyow," Pakyow offers a progressive platform for building web applications with several features such as auto-updating views, and rapid prototyping. The current version is 0.11.3.",Framework,Ruby,"June 9, 2016",,https://pakyow.org/,https://github.com/pakyow/pakyow,0.11.3,,No,,No,No,,,,Yes
75,ReSTbasis," ReSTbasis is a REST web development framework based on W3C standards, and MVC architectural patterns. ReSTbasis provides the blueprints that can produce high performing single page applications with integrated security. Software requirements include Java, NodeJS, npm or yarn, and Grunt. ReSTbasis offers a 90 day free trial version.",Framework,"AJAX,Backbone.js,JavaScript,jQuery,Node.js","May 28, 2017",,https://restbasis.com,https://restbasis.com/docs/install,,,No,,No,No,https://restbasis.com/docs/reference,JSON,JSON,No
76,Trailblazer Ruby Framework by Trailblazer, Trailblazer is a business logic framework with an object-oriented architecture. Trailblazer is a thin layer on top of Rails that offers new high-level abstractions and enforces encapsulation. The current version is 2.0.7.,Framework,Ruby,"June 9, 2016",,http://trailblazer.to/,https://github.com/apotonick/trailblazer,2.0.7,,No,,No,No,,,,No
77,Squarespace CSS Doncab Framework by Squarespace," The Squarespace CSS Doncab Framework by Squarespace provides unique gallery layouts for projects. It is functionally designed to provide “Full Width, Half Width, Alternating Width, and Grid layout options for Index Collections.” The framework also features page transition animations and AJAX loaede pages. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.",Framework,CSS,"August 28, 2017",Squarespace,https://github.com/Squarespace/doncab-framework,,,http://developers.squarespace.com/developer-terms-of-use,Yes,,No,No,https://github.com/Squarespace/doncab-framework,XML,XML,No
78,Squarespace CSS Endeavor Framework by Squarespace, The Squarespace CSS Endeavor Framework by Squarespace features a hover-activated index gallery. Some of its functional features include index gallery and gallery-style navigation as well as overlay style introductions for pages or collections and SVG UI icons with weights. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.,Framework,CSS,"August 28, 2017",Squarespace,https://github.com/Squarespace/endeavor-framework,,,http://developers.squarespace.com/developer-terms-of-use,No,,No,No,https://github.com/Squarespace/endeavor-framework,XML,XML,No
79,Squarespace CSS Wright Framework by Squarespace," The Squarespace CSS Wright Framework by Squarespace is a multi-purpose template framework for Squarespace. Some of the framework’s functional attributes include parallax scrolling images and background video, flexible header and mobile bars featuring interchangeable and movable components, and SVG UI icons with adjustable weights, among others. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.",Framework,CSS,"August 28, 2017",Yii Software,https://github.com/Squarespace/wright-framework,,,http://developers.squarespace.com/developer-terms-of-use,No,,No,No,https://github.com/Squarespace/wright-framework,XML,XML,No
80,NewTek ofxNDI C++ Framework by Lynn Jarvis, The ofxNDI C++ Framework by Lynn Jarvis is an addon that facilitates the conveyance of images over a network using the NewTek Network Device Protocol.,Framework,C++,"November 29, 2017",Independent Developer,https://github.com/leadedge/ofxNDI,,,https://github.com/leadedge/ofxNDI/blob/master/LICENSE,Yes,GPL-3.0,No,Yes,https://github.com/leadedge/ofxNDI,,,No
81,Atlassian Connect Spring Boot Java Framework by Atlassian," The Atlassian Connect Spring Boot Java Framework by Atlassian allows developers to create Atlassian Connect Add-ons for JIRA. Some of the framework’s dependencies include Spring Framework, Spring Boot, Spring Data, and Spring Security.",Framework,Java,"October 17, 2017",Atlassian,https://bitbucket.org/atlassian/atlassian-connect-spring-boot,https://bitbucket.org/atlassian/atlassian-connect-spring-boot/src,1.3.5,https://bitbucket.org/atlassian/atlassian-connect-spring-boot/src/28cc1484aa0a4c18dce0bd67815c6a7129df0db2/LICENSE.txt,Yes,Apache-2.0,No,No,https://bitbucket.org/atlassian/atlassian-connect-spring-boot,URI Query String/CRUD,JSON,No
82,Vue.JS JavaScript Framework by Vue.JS," The Vue.JS JavaScript Framework by Vue.JS builds user interfaces on the web. According to the Vue, the core features include declarative rendering with a plain JavaScript object based reactivity system, component-oriented development style with tooling support, and flexible transition effect system. It only supports ES5-compliant browsers.",Framework,JavaScript,"May 23, 2017",,https://vuejs.org/,https://github.com/vuejs/vue,,,Yes,,No,No,,,,No
83,Squarespace CSS Bureau Framework by Squarespace," The Squarespace CSS Bureau Framework by Squarespace features grid-based, magazine-style blog. Some of the framework’s functional features include SVG UI icons with weights and blog with three different styles – that is, auto-columns, baseline, and top-aligned. It also provides a two-column overlay style navigation panel and related posts supports among other features. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers are required to comply with the Squarespace TOS when using it.",Framework,CSS,"August 28, 2017",Squarespace,https://github.com/Squarespace/bureau-framework,,,http://developers.squarespace.com/developer-terms-of-use,No,,No,No,https://github.com/Squarespace/bureau-framework,XML,XML,No
84,Atlassian Connect Express NodeJS Framework by Atlassian, The Atlassian Connect Express NodeJS Framework by Atlassian provides developers the tools for building Atlassian Connect-anchored Add-ons using the NodeJS language. These Add-ons facilitate the extension of Atlassian applications across standard web protocols and APIs.,Framework,Node.js,"October 17, 2017",Atlassian,https://bitbucket.org/atlassian/atlassian-connect-express,https://bitbucket.org/atlassian/atlassian-connect-express/src,2.1.3,https://bitbucket.org/atlassian/atlassian-connect-express/src/274156f3f133f8f654cf36860a472d2f63a5878b/LICENSE.txt,Yes,Apache-2.0,No,No,https://bitbucket.org/atlassian/atlassian-connect-express,URI Query String/CRUD,JSON,Yes
85,Phoenix," The Phoenix Framework in Elixir language allows the creation of interactive experiences across browsers, native mobile apps, and embedded devices in real time. With the framework, developers can develop APIs and HTML 5 applications.",Framework,Elixir,"March 28, 2017",,http://www.phoenixframework.org/,,1,,Yes,,No,No,,JSON,JSON,No
86,OANDA REST Scala Framework by Michael Silbermann," This is a Scala Backtesting and Live Trading Framework built on top of Akka/Spray. The framework can be useful for back/live testing automated trading strategies using Oanda's REST API. The API allows you to develop trading strategies and automate your trading experience. OANDA provides FX & CFD trading, exchange rates data and corporate FX payments.",Framework,Scala,"December 19, 2016",Independent Developer,http://developer.oanda.com/rest-live/sample-code/,https://github.com/msilb/akka-trading,,https://github.com/msilb/akka-trading/blob/master/LICENSE,Yes,GNU GENERAL PUBLIC LICENSE 2.0,No,Yes,http://developer.oanda.com/rest-live/introduction/,URI Query String/CRUD,JSON,Yes
87,Rack Ruby Framework by Rack," Rack provides a minimal, modular, and adaptable interface for developing web applications in Ruby. By wrapping HTTP requests and responses in the simplest way possible, it unifies and distills the API for web servers, web frameworks, and software in between (the so-called middleware) into a single method call.",Framework,Ruby,"June 9, 2016",Independent Developer,http://rack.github.io/,https://github.com/rack/rack,,,Yes,MIT License,No,No,,,,No
88,Meteor JavaScript Framework by Meteor," The Meteor JavaScript Framework by Meteor helps to develop web and mobile applications. It uses a server to send data, offering full stack reactivity, enabling user interface development.",Framework,JavaScript,"May 23, 2017",,https://www.meteor.com/,https://github.com/meteor/guide/blob/master/content/index.md,,,Yes,,No,No,,,,No
89,Backbone.JS JavaScript Framework by Backbone," The Backbone.JS JavaScript Framework by Backbone provides structure to web apps by offering models, views, collections, and events. It connects to a developer's API in REST architecture and JSON format.",Framework,JavaScript,"May 23, 2017",,http://backbonejs.org/,https://github.com/jashkenas/backbone/,,,Yes,,No,No,,,,No
90,Sunrise Shop Framework iOS Sample Code by Commercetools, The Sunrise Shop Framework iOS Sample Code by Commercetools presents how to use the Sunrise framework to run an eCommerce project.,Framework,Objective-C,"May 26, 2017",Commercetools,https://github.com/commercetools/commercetools-sunrise-ios/blob/master/README.md,,,,Yes,,No,No,,,,No
91,Wave PHP Framework by Wave," The Wave PHP Framework by Wave helps in building applications. It is a micro-framework built considering API, that returns XML, CSV, JSON, HTML, and native PHP. It also provides support for jQuery JavaScript framework. For more features, see the documentation, available at https://www.waveframework.com/wave/doc/index.htm",Framework,PHP,"June 15, 2017",Independent Developer,https://www.waveframework.com/,https://github.com/kristovaher/Wave-Framework,,,Yes,,No,No,,"CSV, JSON, XML","CSV, JSON, XML",No
